"Addresse des Users","Port des von ...",Userinformation1,Userinformation2,Datum,Request,Response,"Port für ...",Request-URL,Browser
194.230.135.113,58378,-,-,"29/Dec/2024:08:19:00 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2a04:ee41:1:e258:9f8f:7232:1770:75f4,54213,-,-,"29/Dec/2024:08:22:46 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
194.230.135.113,59105,-,-,"29/Dec/2024:08:38:10 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
194.230.161.214,15309,-,-,"29/Dec/2024:09:46:30 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"-","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
152.39.221.206,37757,-,-,"29/Dec/2024:11:32:55 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9479,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.36 Safari/537.36"
51.81.71.223,42213,-,-,"29/Dec/2024:11:32:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
178.197.211.56,52721,-,-,"29/Dec/2024:13:29:24 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
178.38.195.130,54408,-,-,"29/Dec/2024:17:21:17 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:1210:4647:ec00:6ccc:df16:bf49:92c5,54014,-,-,"29/Dec/2024:17:38:32 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
31.165.103.157,53532,-,-,"29/Dec/2024:17:47:36 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
51.154.5.87,53483,-,-,"29/Dec/2024:18:25:16 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1"
178.83.226.154,61620,-,-,"29/Dec/2024:19:24:32 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
2a04:ee41:81:325a:9961:c21f:7dee:d55b,54171,-,-,"29/Dec/2024:19:50:59 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
89.217.160.254,52529,-,-,"29/Dec/2024:23:09:46 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
66.249.66.199,65367,-,-,"30/Dec/2024:01:14:18 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9519,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.204 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
35.160.139.209,44673,-,-,"30/Dec/2024:03:02:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,8905,"-","CheckMarkNetwork/1.0 (+http://www.checkmarknetwork.com/spider.html)"
185.171.254.118,46889,-,-,"30/Dec/2024:06:45:52 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4241,"-","CodaBot/1.0"
193.247.16.205,44008,-,-,"30/Dec/2024:10:01:54 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
46.140.181.254,54999,-,-,"30/Dec/2024:10:37:44 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15"
77.56.54.195,52342,-,-,"30/Dec/2024:11:21:10 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
66.249.66.73,48114,-,-,"30/Dec/2024:11:28:48 +0100","GET /adventskalender/slideshow.html HTTP/1.1",304,6520,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.139 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
178.197.199.239,40269,-,-,"30/Dec/2024:12:37:27 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
84.75.72.21,64499,-,-,"30/Dec/2024:16:10:35 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"
87.239.203.58,50309,-,-,"30/Dec/2024:16:15:42 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0"
178.197.211.179,32858,-,-,"30/Dec/2024:17:12:17 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
54.36.149.72,59653,-,-,"30/Dec/2024:17:27:43 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9510,"-","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
66.249.74.66,55214,-,-,"30/Dec/2024:17:50:47 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9551,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.139 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
178.197.215.162,58331,-,-,"30/Dec/2024:20:43:02 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9566,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.134 Mobile/15E148 Safari/604.1"
89.246.241.14,58204,-,-,"30/Dec/2024:21:13:23 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9498,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
195.144.45.36,52534,-,-,"31/Dec/2024:09:18:31 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15"
2a02:1210:907a:ec00:b032:b35e:1d45:1960,62192,-,-,"31/Dec/2024:09:58:58 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2001:1686:9202:701:75ee:d608:839f:95c7,49339,-,-,"31/Dec/2024:11:01:09 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15"
52.167.144.191,58896,-,-,"31/Dec/2024:11:07:28 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9153,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
188.62.154.126,60096,-,-,"31/Dec/2024:16:20:30 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
194.230.148.9,44939,-,-,"31/Dec/2024:17:41:30 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
2a02:1210:30fa:8800:bdea:a264:b532:646c,52333,-,-,"31/Dec/2024:17:48:25 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4636,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
194.230.161.21,16784,-,-,"31/Dec/2024:19:49:01 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://portal.nanoo.tv/index.html","Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.3 Mobile/15E148 Safari/604.1"
194.230.160.188,52216,-,-,"01/Jan/2025:00:59:57 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
66.249.66.87,50882,-,-,"01/Jan/2025:05:21:25 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9103,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.204 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2001:1686:9202:701:dd82:d3ac:aa5d:875d,52704,-,-,"01/Jan/2025:11:29:02 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)"
2001:1686:9202:701:dd82:d3ac:aa5d:875d,52704,-,-,"01/Jan/2025:11:29:03 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"-","Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
213.55.247.9,37534,-,-,"01/Jan/2025:12:44:05 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
148.251.168.205,43392,-,-,"01/Jan/2025:13:00:55 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,8905,"-","serpstatbot/2.1 (advanced backlink tracking bot; https://serpstatbot.com/; abuse@serpstatbot.com)"
46.126.226.169,60982,-,-,"01/Jan/2025:13:36:32 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
2a02:1210:1e8c:fd00:c5a4:76ff:1c57:306c,63064,-,-,"01/Jan/2025:13:43:14 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4636,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
66.249.68.35,42976,-,-,"01/Jan/2025:14:45:22 +0100","GET /adventskalender/slideshow.html HTTP/1.1",304,6104,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.139 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
85.1.86.240,58183,-,-,"01/Jan/2025:16:54:58 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9103,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
194.230.148.158,20891,-,-,"01/Jan/2025:18:10:08 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4636,"https://portal.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
213.55.186.113,31271,-,-,"01/Jan/2025:21:42:24 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
2001:1708:3007:b600:d897:3a27:bda:f64e,50447,-,-,"02/Jan/2025:07:40:44 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/131.0.2903.112 Version/18.0 Mobile/15E148 Safari/604.1"
2001:1708:3007:b600:d897:3a27:bda:f64e,50452,-,-,"02/Jan/2025:07:40:53 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/131.0.2903.112 Version/18.0 Mobile/15E148 Safari/604.1"
40.77.167.70,23124,-,-,"02/Jan/2025:09:42:01 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9153,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
2a02:1210:940e:ef00:1cc6:582b:6a5c:545e,63986,-,-,"02/Jan/2025:10:39:23 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1"
66.249.79.4,44631,-,-,"02/Jan/2025:11:09:58 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9103,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.204 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
195.234.163.98,42074,-,-,"02/Jan/2025:13:14:04 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://portal.nanoo.tv/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
66.249.64.35,38728,-,-,"02/Jan/2025:13:49:13 +0100","GET /adventskalender/slideshow.html HTTP/1.1",304,6104,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.139 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
178.197.219.231,57964,-,-,"02/Jan/2025:15:42:39 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0"
2a02:aa13:247e:6780:c5d4:af5e:8c01:13c5,53737,-,-,"02/Jan/2025:16:10:08 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2a01:8b81:5408:4500:9d4:e453:88fb:5f44,55491,-,-,"02/Jan/2025:16:52:52 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
223.109.255.166,49649,-,-,"02/Jan/2025:17:55:48 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9066,"-","Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)"
46.126.219.158,62165,-,-,"02/Jan/2025:18:00:04 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4636,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
40.77.167.18,65363,-,-,"02/Jan/2025:19:19:07 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9153,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
178.197.249.30,51175,-,-,"02/Jan/2025:19:50:39 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2a02:1210:4472:7200:e1de:435d:1e22:6b69,49836,-,-,"02/Jan/2025:20:09:29 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
85.1.39.186,54660,-,-,"02/Jan/2025:20:50:40 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1"
2a02:1210:281d:9700:1cb9:851:c274:929c,49987,-,-,"02/Jan/2025:20:52:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
178.197.206.47,49916,-,-,"02/Jan/2025:21:12:39 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
172.111.220.7,51758,-,-,"03/Jan/2025:06:10:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"-","Mozilla/5.0 (iPad; U; CPU OS 5_0 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A334 Safari/7534.48.3"
2a02:1210:281d:9700:e530:9fbe:b8ee:b612,50073,-,-,"03/Jan/2025:09:35:52 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
185.191.171.19,51616,-,-,"03/Jan/2025:10:12:39 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9066,"-","Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
2a02:1210:8280:d00:61ec:33be:6c40:e3b0,59498,-,-,"03/Jan/2025:13:47:44 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/index.html","Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1"
185.230.125.53,22061,-,-,"03/Jan/2025:15:55:51 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
178.197.211.97,49946,-,-,"03/Jan/2025:17:02:17 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/346.1.704810410 Mobile/15E148 Safari/604.1"
2a00:d420:9:d600:40e:5d1d:1e85:bbc0,55416,-,-,"03/Jan/2025:17:11:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4636,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
178.197.219.241,35147,-,-,"03/Jan/2025:17:49:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
178.197.198.32,53438,-,-,"03/Jan/2025:19:10:08 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
178.197.211.216,44061,-,-,"03/Jan/2025:19:15:48 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
84.75.148.187,64205,-,-,"03/Jan/2025:19:47:26 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
66.249.66.72,64118,-,-,"03/Jan/2025:20:08:25 +0100","GET /adventskalender/slideshow.html HTTP/1.1",304,6104,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.139 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
40.76.163.7,15796,-,-,"03/Jan/2025:20:54:58 +0100","GET /adventskalender/slideshow.html HTTP/1.1",301,1072,"-","'DuckDuckBot-Https/1.1; (+https://duckduckgo.com/duckduckbot)'"
40.76.163.7,26810,-,-,"03/Jan/2025:20:54:58 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,8901,"-","'DuckDuckBot-Https/1.1; (+https://duckduckgo.com/duckduckbot)'"
40.76.163.7,26836,-,-,"03/Jan/2025:20:55:01 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,8901,"-","'DuckDuckBot-Https/1.1; (+https://duckduckgo.com/duckduckbot)'"
2a04:ee41:3:b0a2:71a0:951e:c223:934,52129,-,-,"04/Jan/2025:00:13:16 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
185.220.100.244,11563,-,-,"04/Jan/2025:01:39:57 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,17140,"https://portal.nanoo.tv/adventskalender/slideshow.html","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36 OPR/27.0.1689.66"
185.241.208.206,16058,-,-,"04/Jan/2025:04:20:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,17140,"https://portal.nanoo.tv/adventskalender/slideshow.html","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
2a01:4f9:c012:9802::1,38152,-,-,"04/Jan/2025:05:57:00 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"-","Mozilla/5.0 (compatible; MatchorySearch/1.3; +https://www.matchory.com)"
2a02:1210:2c71:5000:a843:1e7e:e9e:f63,51315,-,-,"04/Jan/2025:06:31:48 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9118,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
66.249.66.198,38008,-,-,"04/Jan/2025:09:11:10 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9103,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.204 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
